D_bar,5a0ebeddfdc81513a9dcf33d,5a0ee1c397e0bc4831663486,5a0eeec3ae845313c72e280a,5a0ef92e0525bc484398d1f8,5a0eff8948c5984825e18bba,5a0f05b3bcb30313c1318d8e,5a0f0c5348c5984825e18bbb,5a0f0e693feafb4f684d1abb,5a0f100fe691ef1af5572637,5a0f12dc0525bc484398d1fb,5a0f14601c156e483dc740c8,5a0f169bc31f3448494eb6f7,5a0f178632516b13bbf49e3f,5a0f17acd6c58c139daa8a50,5a0f187c1c067a1ae7e6733c,5a0f192a48c5984825e18bca,5a0f19b9d6c58c139daa8a51,5a0f1aa832516b13bbf49e41,5a0f1ae71c067a1ae7e6733d,5a0f1af0fdc81513a9dcf349,5a0f1b04bcb30313c1318d90,5a0f1bcb48c5984825e18bcc,5a0f1c2a0525bc484398d1fc,5a0f1c61fdc81513a9dcf34a,5a0f1c8348c5984825e18bcd,5a0f1cabbcb30313c1318d91,5a0f1e361c067a1ae7e6733e,5a0f1edc1c156e483dc740c9,5a0f1fcd1c067a1ae7e6733f,5a0f202bc31f3448494eb6f9,5a0f215be691ef1af5572639,5a0f21641c156e483dc740ca,5a0f21686d59381b0f22075a,5a0f216e6d59381b0f22075b,5a0f21990525bc484398d1fd,5a0f225c5c4f9a48378c2db3,5a0f22912c520b484f1b87fc,5a0f22c93feafb4f684d1ac1,5a0f2391ae845313c72e2811,5a0f24065c4f9a48378c2db4,5a0f241432516b13bbf49e42,5a0f24a097e0bc483166348f,5a0f25093feafb4f684d1ac2,5a0f2514e691ef1af557263b,5a0f259a0525bc484398d200,5a0f25eb32516b13bbf49e44,5a0f25efbcb30313c1318d97,5a0f2610d6c58c139daa8a53,5a0f2681e691ef1af557263c,5a0f269a48c5984825e18bd0,5a0f26cb3feafb4f684d1ac7,5a0f270efdc81513a9dcf34c,5a0f274f97e0bc4831663490,5a0f2755e691ef1af557263e,5a0f27bdbcb30313c1318d9a,5a0f27efe691ef1af557263f,5a0f283332516b13bbf49e45,5a0f2857fdc81513a9dcf34d,5a0f2895ae845313c72e2812,5a0f2897e691ef1af5572640,5a0f292148c5984825e18bd1,5a0f29330525bc484398d202,5a0f29b50525bc484398d204,5a0f29b697e0bc4831663491,5a0f29b80525bc484398d205,5a0f2a3cd6c58c139daa8a54,5a0f2a521c156e483dc740cc,5a0f2a882c520b484f1b87ff,5a0f2b071c067a1ae7e67341,5a0f2b2448c5984825e18bd4,5a0f2b636d59381b0f22075c,5a0f2b73d6c58c139daa8a56,5a0f2ba56d59381b0f22075d,5a0f2ba71c156e483dc740cd,5a0f2bd1fdc81513a9dcf34f,5a0f2c131c156e483dc740ce,5a0f2c42e691ef1af5572643,5a0f2c4397e0bc4831663492,5a0f2c4a97e0bc4831663493,5a0f2c8dbcb30313c1318d9e,5a0f2c8e97e0bc4831663495,5a0f2cdcd6c58c139daa8a57,5a0f2d141c067a1ae7e67343,5a0f2d4c5c4f9a48378c2db7,5a0f2d811c156e483dc740cf,5a0f2da4ae845313c72e2816,5a0f2dcfae845313c72e2817,5a0f2dfee691ef1af5572645,5a0f2e3497e0bc4831663497,5a0f2e4f3feafb4f684d1aca,5a0f2e83bcb30313c1318d9f,5a0f2f075c4f9a48378c2db9,5a0f2f15bcb30313c1318da0,5a0f2f2f32516b13bbf49e49,5a0f2f491c067a1ae7e67344,5a0f2f4b0525bc484398d207,5a0f2f602c520b484f1b8801,5a0f3089e691ef1af5572648,5a0f308ee691ef1af5572649,5a0f30adae845313c72e281c,5a0f30c33feafb4f684d1acd,5a0f30d1e691ef1af557264b,5a0f30df0525bc484398d208,5a0f3106ae845313c72e281d,5a0f314aae845313c72e281e,5a0f3161ae845313c72e281f,5a0f316bc31f3448494eb6fe,5a0f3195e691ef1af557264c,5a0f320e5c4f9a48378c2dba,5a0f322eeca4fc22e027a312,5a0f331cae845313c72e2821,5a0f33b299ec112dd1215692,5a0f33b293984022d41562d0,5a0f33dbb0da9122e35a8d45,5a0f33e40525bc484398d209,5a0f33fda7e49c22d705f640,5a0f3400b546e022c2fa61d6,5a0f3442eca4fc22e027a313,5a0f344e059ac522ef987c4d,5a0f350e17153722f5634d3c,5a0f3512b884b12dc5b4fbcb,5a0f3532d442ff22bc769147,5a0f354fae845313c72e2822,5a0f35fca7e49c22d705f641,5a0f368b172b442ddd1d05ea,5a0f36d6172b442ddd1d05eb,5a0f371ae691ef1af557264f,5a0f379b51fd882301b6d13c,5a0f37ca51fd882301b6d13d,5a0f3830059ac522ef987c4f,5a0f383332516b13bbf49e4d,5a0f38b4ae845313c72e2823,5a0f3931c988512deb672b83,5a0f39c817153722f5634d3d,5a0f3a584b4fc722fbe1c726,5a0f3a94172b442ddd1d05ed,5a0f3b5db884b12dc5b4fbcc,5a0f3ba9a7e49c22d705f646,5a0f3bad51fd882301b6d13e,5a0f3c3f172b442ddd1d05ee,5a0f3cbdae845313c72e2826,5a0f3d2b99ec112dd1215696,5a0f3d4c99ec112dd1215697,5a0f3d5a172b442ddd1d05ef,5a0f3d7bc988512deb672b87,5a0f3d9b4b4fc722fbe1c727,5a0f3e4bc988512deb672b89,5a0f3e7432516b13bbf49e52,5a0f3e8251fd882301b6d140,5a0f3e8e51fd882301b6d141,5a0f3e8e4b4fc722fbe1c728,5a0f3ec3e691ef1af5572653,5a0f3ed417153722f5634d40,5a0f3f1cf160552db93e65b4,5a0f3f62a7e49c22d705f649,5a0f3f7d4b4fc722fbe1c72b,5a0f3fd0ae845313c72e2827,5a0f4029172b442ddd1d05f1,5a0f40b4c988512deb672b8b,5a0f40bc17153722f5634d41,5a0f40c7c988512deb672b8c,5a0f4107f160552db93e65b5,5a0f41e9f160552db93e65b6,5a0f421b32516b13bbf49e54,5a0f423c172b442ddd1d05f2,5a0f433d32516b13bbf49ea9,5a0f437232516b13bbf49eaa,5a0f439517153722f5634d42,5a0f44d832516b13bbf49eab,5a0f44dd51fd882301b6d147,5a0f4653ae845313c72e282a,5a0f4694f160552db93e65b9,5a0f47f1b884b12dc5b4fbcf,5a0f482bb0da9122e35a8d4a,5a0f486d11ae4222e93bc463,5a0f489a263abd22dd1e3aec,5a0f49bba7e49c22d705f681,5a0f4e10ae845313c72e282e,5a0f4ef1263abd22dd1e3af2
5a0f40c7c988512deb672b8c,32,16,19,18,28,22,34,27,16,17,7,20,22,14,38,15,29,18,9,26,9,35,21,12,26,38,34,13,24,33,7,27,22,24,31,14,26,30,30,20,35,20,15,23,28,18,29,17,11,26,20,35,19,21,33,17,21,18,28,17,12,20,24,17,25,15,20,19,23,22,13,24,29,13,11,35,22,34,14,18,31,28,19,27,42,20,20,15,23,25,19,30,15,38,30,10,31,28,41,27,20,22,36,20,19,30,20,29,31,33,22,18,17,22,9,13,17,21,22,19,20,18,17,18,4,32,25,18,16,13,23,30,16,4,29,27,15,18,10,12,33,11,17,14,18,14,26,14,28,36,14,14,20,14,23,22,30,32,16,18,0,30,25,20,19,28,27,17,22,35,32,27,30,22,23,14,27,33,16
5a0f4107f160552db93e65b5,34,31,38,33,41,33,30,44,24,25,26,21,20,34,30,26,37,17,38,23,38,43,28,34,42,29,41,25,22,36,26,42,30,32,40,27,12,29,20,28,36,20,27,42,22,24,13,28,30,17,21,28,37,33,30,29,38,24,39,25,24,32,16,24,20,21,33,29,23,28,25,24,44,25,20,27,20,11,27,29,30,21,49,16,38,26,28,23,38,25,25,28,26,39,7,28,8,17,36,18,35,30,42,27,17,29,21,28,21,14,24,34,29,26,27,29,41,19,11,26,10,16,19,26,27,24,16,23,24,29,15,17,24,32,19,44,45,16,24,29,10,30,21,26,24,29,37,26,36,17,25,29,31,30,22,22,23,15,27,25,43,0,29,20,18,23,17,40,24,11,9,17,27,33,37,21,19,14,32
5a0f41e9f160552db93e65b6,20,12,36,38,28,21,47,19,16,17,21,19,30,16,21,15,28,27,28,28,30,33,28,33,16,34,32,12,33,21,25,16,32,22,50,14,20,39,35,9,35,33,14,28,26,8,24,20,15,23,28,25,36,20,47,16,14,24,27,17,29,37,28,23,37,15,34,21,37,12,24,38,25,30,19,19,31,29,31,21,40,18,39,24,55,10,19,15,19,38,32,29,13,25,26,25,26,32,53,32,18,20,41,19,28,41,34,41,36,34,29,14,16,34,24,10,21,30,19,25,25,27,15,31,20,24,21,31,16,10,23,29,14,24,34,19,35,27,20,24,28,28,25,14,9,10,42,13,25,39,30,34,36,11,32,36,20,33,32,31,33,32,0,33,18,28,26,39,10,30,27,31,43,34,24,13,17,34,12
5a0f421b32516b13bbf49e54,37,28,27,17,38,31,16,42,22,23,17,21,13,29,39,24,35,8,26,23,25,42,23,19,40,35,40,22,14,39,14,41,22,30,23,24,21,20,19,29,36,2,24,37,25,25,23,25,24,22,15,35,27,30,16,26,36,20,37,23,9,18,15,19,6,20,23,26,6,29,17,7,42,11,14,37,12,26,13,25,21,28,36,22,24,27,27,21,35,8,14,30,23,43,22,19,22,17,22,17,32,29,37,26,9,17,3,10,21,22,18,31,26,13,17,26,34,11,17,21,9,8,20,15,18,31,22,11,22,26,18,24,23,22,18,41,33,8,17,21,25,19,14,23,25,26,23,23,35,24,11,13,17,27,13,5,30,22,12,13,31,18,32,0,19,25,21,25,27,26,24,16,12,24,34,20,26,22,29
5a0f423c172b442ddd1d05f2,21,14,24,25,23,16,32,27,6,7,10,6,15,16,25,9,20,12,23,14,23,26,13,22,25,24,24,7,18,23,13,26,18,14,37,9,12,24,21,13,21,18,9,25,14,9,16,10,12,12,13,21,24,15,32,11,21,9,22,8,15,23,14,9,22,4,21,12,22,13,11,23,27,16,5,23,16,21,17,11,26,15,33,13,41,11,11,6,21,23,17,17,8,27,17,14,18,18,38,18,18,13,27,10,13,26,19,26,22,22,14,16,11,20,12,12,23,15,8,10,11,12,4,17,11,18,11,16,6,12,11,17,7,16,20,27,29,12,8,14,20,16,10,9,9,12,28,8,19,26,16,21,22,13,17,21,16,20,19,17,27,19,16,19,0,15,14,28,11,21,19,17,28,20,20,4,13,22,15
5a0f433d32516b13bbf49ea9,30,28,37,33,38,31,32,41,21,22,24,18,20,31,26,24,35,17,37,21,37,40,26,33,39,25,39,22,22,33,26,39,29,29,42,24,8,29,20,25,34,21,24,40,19,21,9,26,27,14,20,25,36,30,32,26,35,23,37,22,24,32,15,22,22,19,33,27,25,24,24,26,42,25,18,23,20,7,27,27,30,18,47,13,40,22,26,21,35,26,25,26,23,36,4,27,4,17,38,17,32,28,40,25,18,30,22,29,21,14,23,31,26,26,25,26,38,19,9,24,10,16,17,26,26,21,13,23,21,26,13,15,21,30,19,41,44,16,22,28,6,29,20,23,21,26,37,23,34,18,25,30,31,27,22,24,20,14,27,25,42,12,25,22,15,0,15,39,20,8,5,17,29,32,35,19,15,14,29
5a0f437232516b13bbf49eaa,28,27,35,33,36,29,32,39,19,20,23,17,19,30,25,22,33,16,35,20,35,39,25,32,37,24,37,20,21,31,24,37,27,27,41,22,6,28,19,23,32,21,22,38,17,19,7,24,26,13,19,23,35,28,32,24,33,21,35,21,23,31,14,21,22,17,31,25,24,23,22,25,40,24,17,22,19,8,26,25,29,16,46,12,41,21,24,19,34,26,24,24,21,34,4,26,4,17,38,17,30,26,38,23,17,29,21,28,20,14,22,29,24,25,24,24,36,19,7,22,10,15,15,25,24,19,11,23,19,24,11,13,19,29,19,39,42,15,21,26,7,27,19,22,19,24,36,21,32,18,24,29,30,25,21,23,18,14,26,24,40,12,23,21,14,19,0,38,18,8,6,16,29,31,33,17,13,14,27
5a0f439517153722f5634d42,38,20,26,20,34,28,39,29,22,24,13,26,28,18,44,21,35,25,3,33,5,41,28,13,29,44,40,19,30,39,13,30,29,30,33,20,32,37,36,25,41,24,21,28,35,24,36,24,15,32,27,41,25,27,38,23,24,25,34,24,16,25,31,23,29,21,26,25,28,28,19,29,33,18,18,41,28,41,19,25,38,35,13,33,46,26,27,22,27,29,25,37,20,44,37,17,38,34,46,34,25,29,42,26,25,35,25,34,38,40,28,23,23,28,15,18,18,27,29,26,27,24,24,24,11,39,32,23,22,17,30,37,22,10,36,30,9,24,16,19,40,18,23,20,24,18,30,20,34,43,18,17,25,19,29,27,36,38,20,24,7,36,30,25,25,35,33,0,28,41,39,33,34,28,29,20,33,40,21
5a0f44d832516b13bbf49eab,15,12,30,31,24,16,38,24,9,10,15,11,21,16,20,10,22,19,26,20,26,27,20,28,22,25,25,7,24,16,19,22,24,15,43,10,12,31,26,8,26,25,9,25,17,3,16,13,13,14,19,18,29,15,39,11,18,16,22,10,22,30,19,16,28,7,27,15,28,7,17,29,25,23,11,17,22,22,24,15,32,12,37,16,47,5,12,8,19,30,24,20,8,20,18,19,19,24,44,23,16,14,33,12,20,32,26,33,27,26,21,14,12,26,18,10,22,22,11,17,16,18,7,24,15,16,12,23,9,10,15,20,7,20,25,24,32,18,14,19,21,22,17,9,4,10,35,8,19,30,23,28,29,11,24,27,13,24,25,23,31,24,9,25,9,19,17,33,0,22,20,23,35,26,20,6,10,26,13
5a0f44dd51fd882301b6d147,25,25,38,37,36,28,37,37,19,20,24,17,23,28,19,21,32,20,37,22,37,38,27,35,34,24,36,19,26,28,27,34,30,26,46,22,6,32,25,21,33,26,21,38,18,16,8,24,25,14,22,19,37,27,38,23,31,23,34,20,27,35,19,22,28,17,34,25,29,20,24,31,38,28,18,16,24,11,29,25,33,12,47,13,46,18,23,18,32,31,28,24,20,31,7,28,8,22,44,22,29,25,40,23,21,34,27,34,25,20,25,27,24,29,26,23,35,23,9,24,15,20,14,28,25,16,11,27,19,23,14,17,19,30,24,36,43,20,22,28,10,30,22,21,17,23,40,20,31,24,28,33,34,24,25,29,15,19,30,28,41,18,19,26,14,20,16,41,15,0,9,21,35,33,32,17,10,20,25
5a0f4653ae845313c72e282a,28,28,39,37,38,30,37,40,21,22,26,19,23,31,22,24,35,20,38,23,38,40,28,36,37,25,38,22,26,31,28,37,31,28,46,24,7,32,24,23,35,25,24,40,20,19,8,26,27,15,23,22,39,30,37,26,33,24,36,22,27,35,18,24,27,19,35,27,29,23,25,30,41,28,20,19,24,8,30,27,33,15,49,14,45,21,25,20,34,30,28,26,23,34,5,29,5,21,43,21,31,27,41,25,21,33,26,33,25,19,25,30,26,30,27,25,38,23,10,25,14,20,16,29,27,19,13,27,21,25,15,17,21,31,23,39,45,20,24,29,7,31,22,23,19,25,41,23,33,23,29,33,35,26,25,28,17,18,31,28,43,17,22,26,16,21,17,42,18,9,0,21,34,34,35,19,12,19,28
5a0f4694f160552db93e65b9,33,30,35,29,39,32,27,43,22,23,23,19,17,32,31,24,35,13,35,21,35,41,25,30,40,28,40,23,19,35,23,41,27,30,37,25,12,25,17,27,35,16,25,40,20,23,13,26,28,16,18,28,34,31,27,27,36,22,37,23,20,29,13,21,17,19,30,27,20,26,22,21,43,22,17,28,16,13,23,27,26,21,45,15,35,24,27,21,36,21,22,27,24,39,9,25,10,14,33,14,33,28,39,26,14,25,17,24,18,11,21,32,27,22,24,27,38,16,10,23,7,13,18,23,24,24,15,20,22,27,13,16,22,29,16,42,42,13,21,27,12,27,18,24,23,27,34,24,35,14,22,26,28,28,18,19,23,13,24,22,40,7,28,17,16,21,16,36,23,13,11,0,23,30,35,19,19,11,30
5a0f47f1b884b12dc5b4fbcf,47,40,38,25,49,42,21,53,33,34,28,31,24,40,48,35,46,19,37,33,36,53,34,29,51,43,51,33,24,49,25,52,33,41,26,35,29,31,27,39,46,12,35,49,34,35,30,36,36,31,26,44,38,41,14,37,47,31,48,34,20,29,24,30,11,30,34,37,16,39,28,17,53,22,25,45,22,31,23,37,32,37,46,30,23,37,38,32,47,17,25,40,35,53,27,30,28,25,28,25,43,40,48,37,20,28,13,21,29,28,29,42,37,25,28,37,46,22,26,32,18,19,30,26,29,40,31,22,33,37,27,31,33,33,26,53,43,18,28,33,30,30,25,35,36,37,34,34,46,29,22,21,28,38,24,15,39,29,23,25,41,23,42,13,29,34,30,35,37,31,29,24,0,36,45,31,35,28,40
5a0f482bb0da9122e35a8d4a,22,5,27,29,20,13,40,18,10,11,12,15,23,8,27,7,22,21,19,24,20,27,20,23,16,32,26,4,26,22,16,17,24,16,42,6,20,33,30,8,30,26,6,18,23,7,24,12,5,21,21,26,26,12,40,9,12,17,19,11,20,28,24,16,30,9,26,14,29,11,16,30,18,21,11,25,24,29,22,13,34,20,30,22,48,9,13,9,11,31,24,25,6,27,25,16,26,28,46,27,8,15,34,13,22,34,26,34,31,31,23,7,9,27,14,2,14,23,17,18,20,20,11,23,11,24,19,23,10,2,20,26,8,14,29,18,26,20,12,15,28,19,18,6,7,2,33,6,19,35,21,25,27,3,26,28,21,29,24,23,24,29,13,26,14,25,23,29,12,30,27,27,36,0,14,7,18,31,5
5a0f486d11ae4222e93bc463,22,18,28,27,28,20,31,31,11,12,14,8,14,21,23,13,24,12,27,12,27,30,17,25,29,20,28,11,18,24,17,29,20,18,38,14,7,24,18,15,23,18,13,29,10,11,11,15,17,7,13,19,27,19,32,16,25,13,26,12,17,25,12,12,21,8,24,16,22,15,14,23,31,18,8,21,15,16,20,16,25,12,38,9,40,13,15,10,25,23,19,15,13,28,12,18,13,16,37,15,22,17,30,14,13,26,19,26,19,18,15,20,16,20,16,16,27,15,4,14,9,12,6,19,16,15,7,17,11,16,7,13,11,20,17,31,34,11,12,18,15,20,12,13,12,16,30,12,23,22,18,23,24,17,17,21,14,16,21,18,32,16,17,19,5,11,9,31,12,17,14,15,28,23,0,8,10,18,19
5a0f489a263abd22dd1e3aec,20,10,25,26,20,12,35,23,4,5,10,9,18,13,25,5,17,16,21,18,21,22,16,23,21,27,21,3,22,20,14,22,20,11,39,6,14,28,25,9,25,21,5,22,18,6,18,8,9,15,16,22,24,11,36,7,17,12,18,5,17,25,18,12,25,4,23,10,25,10,12,26,23,18,7,22,19,24,19,10,29,16,32,16,44,8,7,3,17,26,20,20,5,25,20,14,21,22,41,22,14,9,29,8,17,29,22,30,26,26,18,12,8,23,13,8,20,19,12,13,15,16,6,20,10,20,14,19,4,8,14,21,3,15,24,23,28,15,9,14,23,17,14,5,6,8,30,4,15,30,18,23,24,9,21,24,17,24,21,19,26,23,13,22,8,19,17,28,9,24,22,21,32,22,16,0,14,26,11
5a0f49bba7e49c22d705f681,19,17,30,30,27,20,34,30,11,12,16,9,18,20,20,13,24,16,28,16,28,29,19,28,27,20,28,11,21,21,19,27,23,18,41,13,7,28,22,13,25,22,13,29,13,9,11,15,17,9,17,15,30,19,35,15,23,15,26,12,20,29,15,15,25,9,27,17,25,13,17,26,30,22,11,17,19,16,23,17,29,9,39,10,44,11,15,10,24,27,22,17,12,25,13,20,13,19,41,19,21,17,32,14,16,29,23,30,23,20,19,19,15,24,18,15,27,18,5,16,12,15,6,22,17,12,7,21,11,15,10,15,10,22,21,29,35,15,14,20,15,22,15,12,9,15,34,12,23,25,22,27,28,16,21,24,11,19,24,21,33,18,14,22,6,15,12,34,9,17,15,18,31,26,24,8,0,20,18
5a0f4e10ae845313c72e282e,30,22,24,20,31,24,23,36,15,16,13,13,6,23,32,17,29,4,25,16,24,35,16,20,34,27,33,15,9,31,12,34,17,23,30,17,14,16,14,22,29,10,17,32,18,18,17,18,19,15,8,28,24,23,23,20,29,13,30,16,10,18,9,12,13,13,19,19,13,22,12,14,35,11,8,29,7,20,13,19,17,21,35,15,32,20,20,14,29,15,11,23,17,36,17,15,17,12,29,12,26,22,31,19,4,17,10,18,16,18,11,24,20,12,13,20,29,6,10,15,4,3,12,12,14,24,15,10,15,20,11,17,16,18,13,35,31,3,11,17,19,16,8,17,18,20,24,17,28,21,12,16,18,21,8,12,23,17,13,11,29,14,25,10,11,18,14,26,20,21,19,11,19,20,28,13,19,0,23
5a0f4ef1263abd22dd1e3af2,20,6,28,30,20,13,40,19,9,10,13,14,23,10,25,7,21,21,21,23,22,27,20,25,16,31,25,4,26,20,17,17,25,15,43,6,18,33,30,6,29,26,6,20,22,5,22,12,7,19,21,24,27,12,40,8,12,17,19,10,21,29,23,16,30,9,27,14,30,9,16,31,19,22,12,22,24,28,23,13,34,18,32,21,49,7,12,8,13,31,24,24,6,25,24,17,24,27,46,27,10,14,34,13,22,34,27,34,31,30,23,8,8,27,16,3,16,23,16,18,20,20,10,24,12,22,18,23,9,4,19,25,8,16,29,18,28,20,12,16,27,20,18,6,5,4,34,5,19,34,22,26,28,4,26,29,19,29,25,23,26,28,11,26,13,24,22,31,10,28,26,26,36,26,15,7,16,30,0
M1,22,5,26,28,19,13,39,18,9,10,11,14,23,7,28,7,22,20,18,23,19,27,20,22,17,32,26,4,26,22,15,17,24,16,41,5,20,32,30,8,30,25,6,17,23,7,24,12,5,20,21,26,26,12,39,8,12,16,19,11,19,27,23,16,29,9,25,13,29,11,15,30,18,20,11,25,23,29,22,13,33,20,29,22,48,9,13,9,12,30,23,25,6,28,25,15,26,27,45,27,9,15,34,13,21,33,26,34,31,31,22,7,8,26,14,3,14,23,17,17,20,20,11,23,10,24,19,22,9,2,20,26,8,13,29,18,25,20,11,15,28,18,18,6,8,3,33,6,19,35,21,24,27,4,25,28,21,29,23,22,23,29,14,25,14,24,23,28,12,30,27,26,35,25,14,7,19,31,6
M2,23,20,29,28,29,22,31,33,12,13,16,9,14,22,23,15,26,12,28,13,28,31,18,26,30,19,30,13,18,25,18,30,21,20,38,15,6,24,18,17,25,18,15,31,10,12,10,17,18,6,14,19,29,21,31,17,26,14,28,13,18,26,11,14,21,10,25,18,22,16,15,23,33,19,10,21,15,15,20,18,25,13,39,7,40,14,17,11,27,23,19,17,14,29,11,19,11,15,37,15,23,19,31,16,13,26,19,26,18,16,16,22,17,21,17,17,29,15,2,15,8,12,8,20,17,15,6,18,12,17,6,11,12,22,17,32,35,12,14,19,14,21,13,14,13,17,31,14,25,21,19,24,25,18,17,21,14,15,21,19,33,14,18,19,6,12,8,32,13,15,13,14,28,24,26,10,10,17,20
M3,33,18,17,15,29,23,31,29,16,17,6,19,19,16,38,16,29,16,11,25,11,35,19,10,28,36,34,13,21,33,4,29,20,24,29,15,24,28,27,21,34,16,15,25,27,18,28,17,12,24,18,34,16,21,30,18,24,17,28,17,8,17,22,15,21,14,18,19,20,22,11,21,31,10,10,35,19,32,11,18,29,28,21,25,38,20,20,15,24,21,16,29,15,38,29,8,29,25,37,25,22,22,34,20,16,27,17,26,29,31,19,20,18,19,7,15,20,18,20,18,18,15,17,15,5,31,24,15,16,15,22,28,16,7,27,29,18,15,9,11,31,9,14,15,19,15,22,15,28,34,10,12,16,16,20,19,29,29,12,15,16,27,26,17,18,27,25,16,22,33,30,24,27,19,24,14,26,31,18
M4,25,14,19,20,24,17,30,28,9,10,6,10,14,15,30,10,22,11,18,17,18,28,11,17,26,28,27,8,17,26,9,26,15,17,33,10,16,23,22,15,25,16,10,23,18,12,20,11,11,16,12,26,19,16,30,12,22,9,23,10,11,19,15,7,20,7,17,12,19,16,6,20,27,12,2,27,14,24,13,12,24,19,29,17,38,14,14,8,21,21,14,21,9,31,21,9,21,19,36,19,18,15,26,12,12,24,17,24,23,24,13,17,12,17,8,12,21,14,12,10,12,11,8,14,7,23,15,13,9,12,14,20,9,12,21,27,25,11,4,9,23,12,9,9,12,12,24,9,21,27,12,17,18,13,16,18,21,22,15,13,23,21,19,16,9,19,17,23,15,25,23,18,26,16,20,6,18,24,15
M5,27,24,30,28,33,26,28,37,16,17,18,13,13,26,26,19,30,11,31,15,30,35,20,27,35,22,34,17,16,29,19,35,23,24,37,19,7,23,15,21,29,16,19,35,14,17,10,20,22,10,14,23,30,25,29,21,31,17,32,17,18,26,9,16,18,13,26,21,20,21,17,21,37,19,12,24,14,13,20,21,24,16,41,9,37,19,21,15,31,21,19,21,18,33,9,21,10,12,34,12,27,23,34,20,12,24,17,24,16,12,17,26,21,20,19,21,33,14,5,18,5,10,12,20,19,19,10,17,16,21,7,10,16,24,14,36,37,10,16,22,12,23,14,18,17,21,31,18,29,16,19,24,25,22,16,19,18,10,21,19,35,10,22,17,10,15,10,33,17,13,11,11,25,26,30,14,14,12,24
M6,38,29,27,15,38,32,16,42,23,24,17,22,14,29,40,24,36,9,26,24,25,42,23,18,41,36,41,22,15,40,14,41,23,31,22,24,22,21,20,29,37,1,25,37,26,26,25,25,25,23,16,36,27,30,16,27,36,21,37,24,8,18,17,19,6,20,23,26,5,29,17,6,42,11,14,38,13,27,12,26,22,29,35,23,24,28,28,22,36,6,14,31,24,44,23,19,24,19,22,18,33,30,38,26,10,17,2,11,22,23,18,31,27,14,17,26,34,12,18,22,11,9,21,15,18,32,23,11,23,26,19,25,23,21,19,42,32,9,17,22,26,19,15,24,26,27,23,24,36,25,11,12,17,27,14,4,31,23,12,13,30,19,33,2,20,26,23,24,28,27,25,17,12,25,34,20,27,23,29
M7,38,25,22,8,36,29,24,38,21,22,12,22,18,25,42,22,35,13,18,26,17,41,22,10,37,38,39,20,19,39,8,37,22,29,20,22,26,25,26,27,37,10,22,33,29,24,29,23,20,26,18,38,21,28,22,24,32,20,35,23,3,13,21,18,15,19,20,24,13,28,15,14,38,6,13,39,16,32,8,24,26,31,27,26,31,26,26,21,32,15,14,32,22,44,29,14,29,24,31,23,29,28,37,25,14,22,10,19,27,29,20,28,24,16,12,23,29,16,22,21,16,13,21,14,13,34,26,12,21,22,23,29,22,15,25,38,24,13,14,18,31,14,15,21,25,23,18,22,34,32,6,5,12,24,18,12,33,29,7,13,22,25,32,10,21,29,26,16,28,33,30,22,19,22,31,19,29,29,26
M8,41,33,32,20,43,36,15,47,26,28,22,25,18,34,42,29,40,13,31,27,30,46,27,24,45,37,45,27,18,43,19,45,27,35,24,29,23,25,21,33,40,6,29,42,28,29,25,29,30,25,19,38,32,35,13,31,41,25,42,28,14,23,18,23,5,24,28,31,10,33,22,11,46,16,19,39,16,26,18,30,26,31,41,25,21,31,31,26,40,12,19,34,28,47,23,24,23,20,21,20,37,33,42,30,13,21,7,15,23,23,22,36,31,19,22,31,40,15,20,26,12,12,24,20,23,34,25,16,26,31,21,26,27,27,21,46,38,12,22,27,25,24,19,28,30,31,28,28,40,24,16,17,22,32,17,9,33,23,17,18,36,18,36,7,23,28,24,30,31,27,24,18,10,29,39,24,29,23,34
M9,32,31,38,34,40,33,32,43,23,24,26,20,21,33,28,26,37,18,39,23,38,42,28,35,41,28,41,24,23,35,27,41,30,31,42,26,10,30,21,27,36,22,26,42,21,23,11,28,29,17,22,27,38,32,32,28,37,24,39,24,25,33,16,24,22,21,34,29,25,27,25,26,44,26,20,25,21,8,28,29,31,20,49,16,40,25,28,23,37,27,26,28,25,38,5,29,5,18,38,19,34,30,42,27,19,30,22,29,22,15,24,33,28,27,27,28,40,20,11,26,11,17,19,27,27,23,15,25,23,28,15,17,23,32,20,43,45,17,24,30,7,30,21,25,23,28,39,25,36,19,27,31,33,29,23,24,22,16,28,26,43,12,27,22,17,22,17,41,22,9,7,18,29,34,37,21,17,15,31
M10,37,25,21,9,35,29,24,37,21,22,12,21,17,24,41,21,34,12,18,25,17,40,22,10,36,38,39,19,18,38,8,37,21,29,21,21,25,24,25,27,36,9,22,33,28,24,28,23,20,25,17,37,21,28,22,24,32,20,34,22,2,13,20,18,14,19,19,24,13,28,14,14,38,6,12,39,15,31,7,23,25,30,28,26,30,26,26,20,32,14,13,32,21,43,28,14,28,23,30,22,29,28,37,24,13,22,10,19,26,28,19,27,24,15,12,23,29,15,21,21,15,12,20,13,12,33,25,11,21,22,22,28,21,15,24,37,25,12,13,17,30,14,14,21,24,23,18,21,33,31,6,5,12,24,17,12,32,28,7,12,23,24,31,9,20,28,25,16,27,32,29,21,19,21,31,18,28,28,25
