D_bar,592154c454a00b21b809f5ad,592154ce2a17d821bca95123,592180352a17d821bca95141,59218b532a17d821bca9514c,592197a82a17d821bca95153,5921a1012a17d821bca95155,5921ae2d2a17d821bca95158,5921ae8f2a17d821bca95159,5921b02d2a17d821bca9515a,5921b66a2a17d821bca9515c,5921b8a7f315d421c066f616,5921bb8c2a17d821bca95160,5921bbea2a17d821bca95161,5921bd93f315d421c066f617,5921be022a17d821bca95162,5921be559559d121c272315e,5921be9c2a17d821bca95163,5921bf282a17d821bca95164,5921bfd82a17d821bca95165,5921c02cf315d421c066f618,5921c0472a17d821bca95167,5921c0f12a17d821bca95168,5921c1622a17d821bca95169,5921c2e9f315d421c066f619,5921c30b9559d121c2723160,5921c3919559d121c2723161,5921c3dc2a17d821bca9516b,5921c3fd2a17d821bca9516d,5921c4f52a17d821bca9516e,5921c5b3f315d421c066f61a,5921c5c82a17d821bca95171,5921c6b32a17d821bca95173,5921c6dff315d421c066f61b,5921c72f2a17d821bca95176,5921c73c2a17d821bca95177,5921c80c2a17d821bca95179,5921c8a0f315d421c066f61c,5921c92e2a17d821bca9517a,5921ca4b2a17d821bca9517b,5921cb3c9559d121c2723162,5921cb3e54a00b21b809f5b0,5921cb412a17d821bca9517e,5921cb842a17d821bca9517f,5921cb852a17d821bca95180,5921cbf8f315d421c066f61d,5921cc179559d121c2723163,5921cd0b2a17d821bca95181,5921cd432a17d821bca95182,5921cdfef315d421c066f61e,5921ce832a17d821bca95185,5921cec52a17d821bca95186,5921cee72a17d821bca95187,5921cef12a17d821bca95188,5921cf08f315d421c066f61f,5921cf0c9559d121c2723164,5921cf422a17d821bca95189,5921cf449559d121c2723165,5921cfc22a17d821bca9518b,5921cfc29559d121c2723166,5921cff82a17d821bca9518c,5921d04af315d421c066f620,5921d08a2a17d821bca9518e,5921d08c2a17d821bca9518f,5921d0a02a17d821bca95190,5921d0d82a17d821bca95191,5921d0ff2a17d821bca95192,5921d11e2a17d821bca95193,5921d17b2a17d821bca95197,5921d1822a17d821bca95198,5921d1992a17d821bca9519a,5921d2212a17d821bca9519b,5921d23c2a17d821bca9519c,5921d23df315d421c066f621,5921d2432a17d821bca9519d,5921d272f315d421c066f622,5921d342f315d421c066f623,5921d36e9559d121c2723167,5921d3789559d121c2723168,5921d37ef315d421c066f624,5921d37f9559d121c2723169,5921d3fd2a17d821bca951a0,5921d41c2a17d821bca951a2,5921d4239559d121c272316a,5921d462f315d421c066f626,5921d48d2a17d821bca951a3,5921d4d79559d121c272316b,5921d4eb2a17d821bca951a5,5921d4f9f315d421c066f627,5921d50054a00b21b809f5b1,5921d50e2a17d821bca951a6,5921d5262a17d821bca951a8,5921d5262a17d821bca951a9,5921d5a9f315d421c066f628,5921d5d7f315d421c066f62a,5921d5ea81b64321ba87b94d,5921d6039559d121c272316c,5921d6512a17d821bca951ac,5921d6bc2a17d821bca951af,5921d7002a17d821bca951b0,5921d7189559d121c272316d,5921d771f315d421c066f62c,5921d80af315d421c066f62e,5921d80e2a17d821bca951b6,5921d8392a17d821bca951b7,5921d86d9559d121c272316e,5921d899f315d421c066f62f,5921d8ae9559d121c272316f,5921d9872a17d821bca951b8,5921d9a42a17d821bca951b9,5921d9ac2a17d821bca951bb,5921d9e19559d121c2723171,5921da7a2a17d821bca951be,5921dac79559d121c2723172,5921dade2a17d821bca951bf,5921db0e2a17d821bca951c1,5921db672a17d821bca951c3,5921db742a17d821bca951c4,5921db942a17d821bca951c6,5921dbaf2a17d821bca951c7,5921dbb754a00b21b809f5b2,5921dc022a17d821bca951c8,5921dc1cf315d421c066f635,5921dc212a17d821bca951c9,5921dc312a17d821bca951ca,5921dc6d2a17d821bca951cc,5921dc772a17d821bca951cd,5921dceaf315d421c066f636,5921dd099559d121c2723174,5921dd0c2a17d821bca951ce,5921dd452a17d821bca951cf,5921dd6f2a17d821bca951d0,5921ddb5f315d421c066f637,5921ddf52a17d821bca951d1,5921de1bf315d421c066f638,5921de3a9559d121c2723175,5921de412a17d821bca951d2,5921de4ff315d421c066f63a,5921de902a17d821bca951d3,5921ded12a17d821bca951d5,5921e3e29559d121c2723176,5921e4ee2a17d821bca951dc,5921e4f8f315d421c066f63b,5921e5032a17d821bca951dd,5921e51a9559d121c2723177,5921e5692a17d821bca951de,5921e5882a17d821bca951df,5921e5df2a17d821bca951e0,5921e5ec2a17d821bca951e1,5921e6462a17d821bca951e2,5921e6aa2a17d821bca951e4,5921e6f254a00b21b809f5b5,5921e6f79559d121c2723179,5921e74bf315d421c066f63e,5921e75a2a17d821bca951e8,5921e77af315d421c066f63f,5921e782f315d421c066f640,5921e8512a17d821bca951ec,5921e8969559d121c272317a,5921e89c2a17d821bca951ed,5921e9462a17d821bca951ef,5921e9829559d121c272317b,5921e9f42a17d821bca951f1,5921ea022a17d821bca951f3,5921ea192a17d821bca951f4,5921eaa254a00b21b809f5b6,5921eb6af315d421c066f642,5921ec152a17d821bca951f9,5921ed602a17d821bca951fa,5921eeb32a17d821bca951fb,5921eeb42a17d821bca951fc,5921f0412a17d821bca951fd,5921f1762a17d821bca951ff,5921f2212a17d821bca95200,5921f2592a17d821bca95201,5921f335f315d421c066f644
M5,78,78,72,69,78,74,74,75,91,88,71,79,84,84,78,74,95,74,65,87,80,98,77,76,52,53,65,87,82,72,78,83,78,96,90,73,81,75,79,92,78,70,78,79,70,64,82,77,73,72,83,75,68,72,88,89,71,91,72,74,84,84,79,72,63,76,71,71,78,90,80,85,98,88,80,77,79,73,80,94,86,83,74,78,70,74,66,66,69,91,94,62,86,70,70,75,80,82,80,71,78,71,74,71,69,88,80,81,84,73,70,71,59,82,69,77,88,72,74,74,80,77,80,80,83,80,77,69,79,73,70,63,84,68,80,71,66,77,75,77,73,64,63,74,71,79,72,75,74,73,68,70,75,79,90,71,70,87,72,72,80,75,75,75,68,79,89,76,74,67,74,81,86,77,77
M6,20,21,6,12,23,27,6,9,23,21,12,11,34,22,15,17,29,26,34,29,14,32,12,19,22,23,8,18,24,16,24,18,21,30,22,7,31,25,21,23,12,13,21,10,5,10,18,21,16,7,18,9,13,15,20,21,24,25,7,18,15,28,13,19,12,11,6,14,21,24,14,17,32,31,14,12,11,16,11,27,31,15,29,14,4,8,12,10,19,25,27,19,28,5,13,15,15,14,15,5,9,5,18,24,14,22,11,31,18,17,13,15,28,16,16,22,21,5,8,8,11,9,11,11,14,24,18,13,13,7,22,17,16,17,12,20,12,12,7,22,5,10,16,5,12,29,15,18,18,15,11,16,18,24,21,3,10,30,19,6,13,15,15,15,25,23,22,8,6,11,6,12,18,17,8
M7,30,30,14,17,32,32,17,17,34,34,20,24,42,26,25,26,42,32,33,39,27,40,23,28,13,14,13,30,33,24,33,29,30,43,35,15,40,34,31,35,20,19,31,21,17,14,28,29,21,15,25,17,20,23,31,32,29,33,19,26,27,35,25,21,14,18,13,22,29,36,26,28,44,40,26,20,21,24,23,39,41,27,35,23,12,16,14,17,11,32,39,20,37,15,22,25,22,27,23,13,21,13,25,29,17,34,22,39,30,25,20,23,27,24,24,32,33,15,16,20,23,22,23,23,26,32,29,21,20,15,28,22,29,10,23,12,15,19,19,32,17,11,21,17,20,37,24,23,26,24,16,19,23,34,33,15,19,39,27,14,25,25,25,25,26,31,34,19,17,18,17,23,29,27,20
M8,34,35,13,24,37,41,19,17,31,29,26,23,47,20,29,31,37,40,45,43,24,26,26,33,27,29,20,24,38,30,37,31,35,39,34,14,45,39,35,29,20,26,34,14,19,22,31,35,28,14,21,16,27,28,24,29,37,19,21,32,24,42,25,30,23,13,13,28,35,32,26,25,40,44,26,19,17,30,20,34,45,23,43,27,11,15,23,23,22,22,34,31,42,19,26,29,11,23,22,12,18,13,32,38,26,30,15,44,30,31,26,29,40,23,30,36,34,16,16,21,16,22,16,16,23,38,31,27,10,15,36,31,25,19,15,22,23,19,19,36,18,21,30,14,26,42,29,30,32,29,23,28,30,38,30,16,24,43,33,13,23,29,29,29,37,37,34,16,14,25,14,17,21,31,17
M9,22,22,7,16,24,30,9,11,20,18,14,10,34,22,17,18,26,29,37,30,12,29,13,20,26,27,12,15,26,17,24,19,22,27,20,8,31,26,22,20,14,16,20,6,7,13,22,23,20,8,18,10,15,16,16,17,26,22,8,20,12,30,12,22,16,10,7,16,23,21,13,14,29,31,13,13,8,19,8,24,32,11,30,17,6,9,15,12,22,23,24,23,30,8,14,16,13,11,16,7,6,7,21,27,18,19,8,31,17,19,16,17,32,17,17,23,21,8,10,9,7,11,7,7,11,26,18,15,11,9,24,20,13,20,8,23,16,13,9,23,8,14,19,3,14,29,16,22,20,17,15,20,22,25,19,7,13,31,20,8,10,16,16,16,29,25,21,5,3,13,3,8,14,18,5
M10,25,25,11,21,26,34,14,14,24,16,19,12,36,23,21,21,24,32,42,33,11,25,17,23,30,31,16,10,30,21,27,23,25,25,23,12,34,28,24,15,18,20,22,2,11,18,26,27,24,12,20,14,19,20,11,21,30,18,13,24,16,35,14,27,20,12,11,19,27,19,15,18,27,34,15,17,9,23,11,21,34,14,34,22,9,13,20,16,26,21,21,28,34,13,17,20,11,10,20,10,9,10,25,31,23,17,3,33,20,23,21,21,36,21,20,25,24,12,14,13,3,15,3,3,14,29,20,19,10,12,28,24,12,24,3,26,20,17,13,25,13,19,23,6,19,31,19,27,24,21,20,24,27,28,22,11,17,34,23,11,11,19,19,19,34,29,24,8,7,17,7,4,9,21,9
M11,28,29,19,17,30,28,21,22,39,37,20,27,39,33,26,25,44,28,25,37,28,46,25,27,6,7,13,34,31,22,31,31,29,44,37,20,37,31,30,39,25,18,30,26,18,13,29,27,21,20,31,22,18,22,36,36,24,40,20,24,31,33,27,20,11,23,18,21,28,38,28,33,47,39,28,25,26,22,27,42,38,31,31,25,17,21,14,15,18,39,42,14,35,17,20,24,28,30,28,18,25,18,24,25,17,36,27,36,32,24,19,22,20,29,22,29,35,20,21,22,27,25,27,27,30,30,28,20,27,20,24,17,32,17,28,20,14,24,22,29,21,11,17,21,20,34,23,23,25,23,16,18,23,32,37,18,18,38,24,19,28,24,24,24,20,29,36,23,21,17,22,28,33,26,24
M12,23,25,33,32,17,30,32,36,47,22,27,29,17,48,31,21,26,27,40,32,21,51,30,23,40,41,28,37,33,22,17,36,25,27,40,34,14,9,22,42,39,29,13,29,23,26,41,28,36,33,44,36,22,24,39,44,27,44,25,25,39,40,24,38,29,36,32,23,30,24,25,40,30,32,25,38,34,27,34,27,25,37,21,37,31,35,30,21,44,49,27,31,37,27,16,24,38,28,41,32,32,32,30,27,34,21,30,14,35,25,29,23,34,43,14,16,38,32,35,28,31,33,31,31,37,31,15,21,37,34,23,22,29,43,31,45,31,38,33,16,31,30,19,29,27,12,19,38,26,25,31,35,38,18,45,30,25,33,16,33,26,24,24,24,37,30,38,31,29,22,30,31,37,26,32
M13,14,15,24,22,7,21,23,27,38,20,17,21,16,39,21,11,26,18,31,23,15,45,21,13,30,31,18,30,23,11,7,27,15,26,32,25,13,7,13,35,30,19,7,22,14,16,31,18,26,24,35,26,12,14,32,35,17,38,16,15,31,30,16,28,19,28,23,13,20,22,17,32,29,22,17,29,26,17,26,26,15,29,15,27,22,25,20,11,34,41,26,21,27,17,6,14,31,21,32,23,24,23,20,18,24,20,23,13,26,14,19,13,26,34,4,6,30,23,26,19,23,24,23,23,29,21,7,11,29,25,14,12,23,33,24,35,20,29,24,6,22,20,10,21,17,11,9,28,16,15,21,25,28,8,37,21,15,23,6,24,19,14,14,14,28,20,30,23,21,12,21,24,30,16,23
M14,20,21,15,21,21,30,16,18,27,11,17,11,31,29,18,16,19,28,40,28,5,30,16,19,31,33,16,16,27,17,21,22,21,20,22,16,28,22,19,21,21,19,16,8,9,17,26,23,24,15,25,18,16,17,18,24,27,23,11,20,20,32,9,27,20,17,14,16,23,14,10,21,22,29,10,20,14,20,14,17,29,17,29,22,13,17,20,14,29,28,17,26,31,12,13,16,17,7,23,14,12,14,22,27,23,12,9,27,18,19,19,17,34,25,15,20,22,15,17,12,9,16,9,9,17,26,14,15,16,16,24,21,8,27,9,30,20,20,15,20,14,19,19,10,17,25,15,26,20,18,19,24,26,22,26,13,15,29,18,15,6,16,16,16,32,25,22,12,10,15,10,10,15,18,12
M15,12,14,23,21,7,20,22,26,37,21,16,20,17,38,20,10,26,17,30,22,15,45,20,12,29,30,17,29,22,10,8,26,14,27,31,24,14,8,12,35,29,18,7,21,13,15,30,17,25,23,34,25,10,13,31,34,16,38,15,14,30,28,15,27,18,27,22,12,19,22,16,31,29,21,16,28,25,16,25,26,15,28,15,26,21,24,19,10,33,40,26,20,26,16,5,13,30,21,31,22,23,22,19,17,23,20,23,14,25,13,18,11,25,33,2,6,29,22,25,18,23,23,23,23,28,20,7,9,28,24,13,11,22,32,23,34,19,28,23,6,21,19,9,20,16,12,8,27,14,13,20,24,27,8,36,20,14,22,5,23,18,13,13,13,27,19,29,22,20,11,20,23,29,15,23
M16,28,29,18,27,28,38,21,22,31,10,24,18,38,30,26,25,19,37,48,37,12,24,23,27,37,39,23,17,35,25,29,29,29,21,29,19,35,29,27,22,25,26,23,7,17,24,33,31,31,19,27,21,24,25,18,28,35,17,18,28,23,40,17,34,27,19,18,24,31,15,18,25,22,37,18,24,17,28,18,16,37,21,37,29,17,20,27,22,33,27,16,34,39,19,21,24,16,13,27,17,16,18,30,36,29,13,8,35,26,27,27,25,42,28,23,28,29,19,21,19,10,22,10,10,21,34,22,23,15,20,32,29,14,31,9,34,27,24,20,28,19,25,28,13,24,33,23,33,28,26,26,31,33,30,29,18,23,38,26,19,14,24,24,24,40,33,29,16,14,23,14,11,15,26,16
M17,21,22,18,23,21,32,19,21,30,8,19,14,30,32,21,18,16,30,42,29,5,31,19,20,34,36,19,19,28,19,21,25,22,17,25,19,27,21,20,24,24,22,15,10,12,19,30,25,27,19,28,21,18,19,21,27,28,25,14,22,23,34,11,30,23,20,17,18,25,10,12,24,19,29,12,24,17,22,18,14,29,21,29,25,16,20,23,16,32,31,14,28,32,16,14,18,20,10,27,17,15,17,24,29,26,8,11,27,21,21,22,19,36,28,16,20,25,18,20,15,12,20,12,12,20,27,14,17,19,19,25,22,11,31,12,33,23,23,19,20,17,22,21,13,19,25,16,29,22,20,22,27,29,22,29,16,18,30,19,18,10,17,17,17,35,27,25,15,13,17,14,13,18,19,16
M18,16,16,13,9,18,20,12,16,29,24,6,15,29,28,13,12,30,20,27,25,15,39,12,14,19,21,5,24,19,10,19,18,16,31,26,14,26,20,17,29,19,6,17,16,6,4,20,15,13,13,25,15,7,9,26,27,17,32,7,12,22,21,14,15,7,17,12,8,15,25,15,23,33,26,15,18,18,10,18,29,26,21,22,16,11,15,8,3,21,32,29,13,23,7,8,11,22,18,21,12,15,12,11,18,11,23,17,25,20,11,7,9,22,23,10,18,23,12,15,10,17,15,17,17,21,18,15,7,20,14,15,10,20,20,18,23,8,18,14,18,12,8,10,12,6,23,10,15,12,10,8,12,15,20,28,10,5,25,13,13,15,11,11,11,20,17,24,14,12,4,12,18,24,13,15
M19,22,24,32,31,16,28,32,36,46,23,26,29,15,48,30,20,28,25,38,32,22,52,29,22,39,40,27,37,32,20,16,36,24,28,40,33,13,7,21,42,39,28,12,29,23,25,40,27,35,33,44,35,21,23,39,43,25,45,25,24,39,38,24,37,28,36,32,22,29,25,25,40,31,31,25,38,34,26,34,28,24,37,19,36,30,34,29,20,43,49,28,29,36,26,15,23,38,28,41,31,32,31,29,26,33,22,30,12,34,23,28,22,32,42,12,15,38,32,35,28,31,33,31,31,37,30,15,20,37,34,21,20,30,42,31,44,29,38,33,15,31,29,18,29,26,10,18,37,25,24,30,34,37,17,45,29,24,32,15,32,26,23,23,23,36,29,38,31,29,21,29,31,37,25,32
M20,24,24,7,18,26,32,10,11,20,19,16,11,36,20,19,20,27,31,39,32,13,27,15,22,27,28,13,14,28,19,26,21,24,28,22,8,34,28,24,19,14,18,22,5,9,15,23,25,21,8,17,10,17,19,15,18,28,20,11,22,13,32,14,24,17,9,7,18,25,21,15,14,30,33,15,13,6,21,8,24,34,12,33,19,6,9,17,14,22,21,24,25,32,10,16,19,10,12,16,6,6,7,23,29,19,20,6,33,19,21,18,19,34,17,19,25,23,9,10,11,7,13,7,7,12,28,20,17,9,9,26,22,14,20,7,23,17,13,10,25,9,15,21,3,16,31,18,23,22,19,16,21,23,27,19,8,15,33,22,8,12,18,18,18,31,27,23,5,3,15,3,7,13,20,6
M21,30,31,17,17,32,31,20,20,37,36,21,26,42,30,26,26,44,31,30,39,28,44,25,28,8,10,13,33,33,24,33,31,31,44,37,18,39,33,31,38,23,19,31,24,18,14,29,29,21,18,29,20,20,23,34,35,27,37,20,26,29,35,27,21,13,21,16,22,29,38,28,31,46,41,28,23,24,24,26,41,40,29,34,25,15,19,14,17,14,36,41,18,37,17,22,25,25,29,26,16,24,16,25,28,17,36,25,39,32,25,20,23,24,27,24,31,35,18,19,22,26,24,26,26,29,32,29,21,24,18,27,20,31,14,26,16,15,22,21,32,19,11,20,19,21,37,24,23,26,24,16,19,23,34,36,17,19,39,27,17,27,25,25,25,23,31,36,22,20,18,20,26,32,27,22
M22,30,31,9,21,33,37,15,13,27,26,22,19,43,16,25,27,34,36,42,39,21,27,22,29,25,26,16,21,34,26,34,27,31,36,30,10,41,35,31,26,16,22,30,11,15,19,27,31,24,10,17,12,23,24,21,25,33,20,17,28,20,38,22,26,20,9,9,24,31,29,23,22,37,40,23,15,13,26,16,31,41,20,39,23,7,11,19,19,20,20,31,27,38,15,22,25,10,20,18,8,14,9,28,34,22,27,12,40,27,27,22,25,36,19,26,32,30,12,12,17,13,18,13,13,20,34,28,23,8,11,32,27,22,17,13,19,20,15,15,32,14,17,26,10,22,38,25,26,28,25,20,24,26,34,26,12,20,40,29,9,20,25,25,25,33,33,30,12,10,21,11,14,19,27,13
M23,10,11,19,18,10,20,19,22,34,19,13,17,21,35,17,7,25,18,31,19,12,41,16,9,28,29,14,26,20,8,11,22,11,25,27,20,18,12,8,31,25,15,8,18,10,12,27,15,22,20,31,22,9,10,28,31,17,34,11,12,26,26,12,24,16,23,19,9,16,20,13,28,28,18,13,25,22,14,21,24,18,24,18,23,17,21,17,8,30,36,24,19,24,13,3,10,26,17,28,18,19,18,16,17,20,18,19,18,22,11,15,9,25,29,4,9,25,18,22,14,19,20,19,19,24,18,6,7,25,20,14,11,19,29,20,31,17,25,19,9,17,17,9,16,13,16,5,24,12,11,17,21,24,11,32,16,11,20,7,19,15,10,10,10,26,17,26,18,16,8,17,20,26,11,19
M24,27,28,6,18,30,34,12,10,24,24,19,16,40,15,22,24,32,33,40,36,18,28,19,26,24,25,14,18,31,22,30,24,28,33,27,7,38,32,28,23,13,19,27,9,12,16,25,28,22,7,14,9,20,21,19,22,30,21,14,25,17,35,18,24,17,6,6,20,28,27,20,18,35,37,20,12,10,23,13,29,38,17,36,21,5,8,17,16,19,20,29,25,35,12,19,22,9,17,15,5,11,6,25,31,20,25,10,37,23,24,20,22,34,16,23,29,27,9,9,14,11,15,11,11,16,30,24,20,8,8,29,24,19,17,11,19,17,12,12,29,11,15,23,7,19,35,22,24,25,22,17,22,24,31,23,9,17,36,25,7,17,22,22,22,31,30,27,9,7,18,7,12,17,24,10
M25,27,28,28,32,24,38,28,31,40,5,28,24,31,41,30,24,10,35,48,36,14,37,28,26,43,44,28,28,36,25,25,34,28,12,35,29,28,22,26,33,34,30,18,19,21,28,39,32,36,28,37,30,25,26,29,37,34,30,23,29,32,42,20,39,31,30,27,25,33,9,21,34,13,35,21,33,27,30,27,10,32,30,33,35,26,30,31,24,42,39,10,36,40,25,20,25,29,19,36,27,25,27,32,35,35,6,20,28,31,28,30,26,43,38,21,24,34,28,30,25,21,29,21,21,30,34,18,24,28,29,31,29,21,40,20,43,32,33,28,24,27,31,27,22,28,26,23,38,29,27,31,36,38,26,39,26,26,37,23,28,19,25,25,25,43,34,34,25,23,25,23,22,26,27,25
M26,25,27,25,30,23,36,26,29,38,4,26,22,30,39,28,22,9,34,47,34,11,35,26,24,41,42,26,26,34,24,24,32,27,10,33,26,28,22,24,31,32,28,17,17,19,26,37,30,34,26,35,28,24,24,27,35,33,29,21,27,30,40,17,37,29,28,25,23,31,7,19,32,12,33,19,31,24,28,25,9,31,28,32,33,23,27,29,22,40,37,9,34,38,23,18,24,27,17,34,24,23,25,30,33,32,4,18,27,28,26,28,24,41,35,19,22,32,26,28,22,19,27,19,19,28,33,17,22,25,27,30,27,19,38,18,40,30,31,26,22,25,29,25,20,26,25,21,36,27,25,29,34,36,24,36,24,24,35,22,25,17,23,23,23,41,32,32,22,21,23,21,19,24,25,23
M27,15,16,12,13,17,23,11,15,27,19,8,11,28,27,10,11,26,22,31,24,11,36,9,13,24,25,8,20,19,10,18,15,15,27,22,13,25,19,15,25,18,11,15,12,2,8,20,16,16,12,24,15,9,10,22,24,19,29,4,13,19,24,9,19,12,16,11,9,16,21,10,21,29,25,10,17,15,12,15,24,26,18,24,16,10,14,12,6,23,30,24,18,23,6,7,10,19,13,20,11,12,11,14,20,15,19,14,25,16,12,11,10,26,22,10,17,19,11,14,7,14,12,14,14,17,19,13,8,18,13,17,13,15,22,14,24,12,17,12,17,10,11,12,9,8,23,9,19,13,10,12,16,19,19,25,9,7,24,13,12,11,9,9,9,24,18,20,11,10,7,10,14,20,11,12
M28,29,30,22,19,30,27,24,26,42,39,21,29,39,36,28,25,45,27,22,38,30,50,27,27,7,8,15,37,32,23,31,33,30,46,40,23,36,30,30,42,29,20,30,29,20,14,32,28,23,23,35,25,19,23,39,40,24,43,22,25,34,34,29,22,13,27,22,22,29,40,30,36,48,40,30,28,30,23,30,44,38,34,30,28,21,24,16,16,22,42,44,13,36,20,21,25,32,32,31,21,28,22,25,24,19,38,30,36,34,24,20,22,17,32,22,29,38,23,25,24,30,27,30,30,33,31,28,20,31,24,23,16,34,21,31,24,16,28,25,29,24,14,16,24,21,34,23,25,25,23,18,20,25,32,40,21,20,38,24,23,30,25,25,25,19,30,39,26,24,18,25,31,37,27,27
M29,22,24,32,29,16,25,32,36,47,28,25,30,15,48,30,19,33,22,33,31,24,54,30,21,35,36,25,39,31,19,17,36,24,33,41,33,12,6,22,44,39,26,15,31,23,23,40,26,33,33,44,35,19,22,41,44,22,47,25,23,40,37,25,35,26,37,32,21,28,29,26,41,36,31,26,38,35,25,35,33,24,38,15,36,30,34,27,19,41,50,33,25,35,26,15,23,40,30,41,31,33,32,27,22,31,27,33,12,35,22,27,20,27,42,11,15,39,32,35,28,33,33,33,33,38,29,16,18,38,34,18,16,32,40,33,43,28,38,33,15,31,27,14,30,25,10,17,35,23,23,28,32,35,17,46,29,23,32,14,32,28,23,23,23,32,28,39,32,30,19,30,33,39,25,32
M30,23,24,9,10,26,27,11,12,28,27,13,17,36,24,18,19,35,26,30,32,20,37,16,21,16,17,6,24,26,17,26,22,23,36,28,10,33,27,24,29,15,12,24,16,10,8,20,22,14,10,21,12,14,16,25,26,23,30,11,19,21,28,18,15,9,14,9,15,22,29,19,23,38,33,19,15,16,17,17,33,34,21,29,16,7,11,8,10,14,29,33,16,30,8,15,18,19,20,18,8,15,8,19,24,11,28,17,33,23,19,13,17,25,19,18,25,26,9,12,13,17,15,17,17,20,25,22,15,17,10,22,16,22,13,18,15,9,15,12,25,11,6,16,11,13,31,17,16,20,17,9,13,16,27,27,8,12,32,20,9,18,18,18,18,22,24,27,13,11,12,12,18,23,20,14
